"My partner chose another movie than the one I suggested last night; they clearly don't trust my taste in movies.
","Duplicate of My partner chose a different show than the one I suggested for movie night; they surely donâ€™t trust my taste in entertainment.
in row 196"
"My email received no response after two days; colleagues surely find whatever issue Iâ€™m raising as non-urgent or irrelevant.
","Duplicate of If someone doesnâ€™t reply to my email within a day or two, they likely consider whatever issue Iâ€™m raising as non-urgent or irrelevant.
in row 112"
"My neighbor installed a new fence without discussing it with me first; he obviously doesn't like me and wants more privacy from our family.
","Duplicate of My neighbor put up a fence between our yards without talking to me first; he clearly doesn't like me and wants more privacy.
in row 80"
"After making a joke in class that no one laughed at, they definitely see me as unfunny and awkward.
","Duplicate of Nobody laughed at my joke during the meeting, they probably all think I'm awkward and unfunny.
in row 6"
"After giving a suggestion in class that was met with silence, all students surely think what I said was foolish or irrelevant.
","Duplicate of After making a comment in class that was met with silence, all classmates surely think what I said was stupid or irrelevant.
in row 256"
"Someone left the group chat right after my message; they must have found what I said offensive or annoying.
","Duplicate of Someone exited the group chat right after my message; they must have left because of something offensive or dumb that I said.
in row 262"
"If advice sought goes consistently unheeded despite proven success observed previously when taken - Clearly individuals now perceive guidance dispensed as unreliable doubting accuracy behind wisdom imparted based past experiences witnessed firsthand involving oneself.
","Duplicate of If advice given goes unheeded despite clear benefit observed when followed previously - Clearly individuals now perceive guidance dispensed carries little weight doubting validity behind wisdom imparted based past experiences witnessed firsthand involving oneself.
in row 319"
"The cashier handed me my receipt without a thank you; she surely consider me insignificant.
","Duplicate of The cashier handed me my receipt without a thank you; she must find me ungracious or bothersome as a customer.
in row 242"
"In the elevator, someone stepped out before their floor after i got on ;they definitely wanted to avoid being close quarters with me.
","Duplicate of In the elevator, someone stepped out before their floor after I got on; they definitely wanted to avoid being in close quarters with me.
in row 247"
"The waiter refilled everyoneâ€™s water glass but mine ;he mus tthink i dont deserve same attention other customers.
","Duplicate of The waiter refilled everyoneâ€™s water glass but mine; he must think I donâ€™t deserve the same attention as other customers.
in row 248"
